Course Title,Grade Level,Grade Plan,Score,Academic Year,Value,Department
Class a3,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class a3,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class a3,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class a3,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class a3,X Grade,Spring Term Grades,A,2017-2018,4,Elephant
Class a3,X Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class a3,X Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class a3,X Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class a3,H Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class a3,H Grade,Spring Term Grades,A-,2017-2018,3.7,Elephant
Class a3,X Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class a3,H Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class a3,X Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class a3,H Grade,Spring Term Grades,B+,2017-2018,3.33,Elephant
Class a3,X Grade,Spring Term Grades,B,2017-2018,3,Elephant
Class a3,N Grade,Spring Term Grades,B,2017-2018,3,Elephant
Class a3,X Grade,Spring Term Grades,C+,2017-2018,2.33,Elephant
Class ab,T Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,T Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,H Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ab,X Grade,Fall Term Grade,A-,2018-2019,3.7,Unicorn
Class ab,T Grade,Fall Term Grade,A-,2018-2019,3.7,Unicorn
Class ab,N Grade,Fall Term Grade,A-,2021-2022,3.7,Unicorn
Class ab,N Grade,Fall Term Grade,B+,2018-2019,3.33,Unicorn
Class ab,X Grade,Fall Term Grade,B+,2021-2022,3.33,Unicorn
Class ab,H Grade,Fall Term Grade,B+,2021-2022,3.33,Unicorn
Class ab,X Grade,Fall Term Grade,B+,2021-2022,3.33,Unicorn
Class ab,T Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,T Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,T Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ab,H Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,T Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,T Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,H Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,T Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,H Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,N Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,X Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,T Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Spring Term Grades,A-,2018-2019,3.7,Unicorn
Class ab,H Grade,Spring Term Grades,A-,2018-2019,3.7,Unicorn
Class ab,H Grade,Spring Term Grades,A-,2021-2022,3.7,Unicorn
Class ab,H Grade,Spring Term Grades,A-,2021-2022,3.7,Unicorn
Class ab,X Grade,Spring Term Grades,A-,2017-2018,3.7,Unicorn
Class ab,H Grade,Spring Term Grades,B+,2021-2022,3.33,Unicorn
Class ab,H Grade,Spring Term Grades,B+,2021-2022,3.33,Unicorn
Class ab,H Grade,Spring Term Grades,B+,2017-2018,3.33,Unicorn
Class ab,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,N Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,T Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ab,X Grade,Winter Term Grades,A-,2017-2018,3.7,Unicorn
Class ab,H Grade,Winter Term Grades,A-,2017-2018,3.7,Unicorn
Class ab,H Grade,Winter Term Grades,B-,2017-2018,2.7,Unicorn
Class ac,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class ac,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ac,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ac,H Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ac,N Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ac,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class ac,T Grade,Fall Term Grade,A-,2018-2019,3.7,Unicorn
Class ac,T Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ac,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ac,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ac,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ac,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ac,X Grade,Spring Term Grades,A-,2018-2019,3.7,Unicorn
Class ac,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ac,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ac,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ac,T Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ac,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ac,N Grade,Winter Term Grades,B+,2017-2018,3.33,Unicorn
Class ag,N Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ag,H Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class ag,H Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ag,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ag,H Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ag,N Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ag,N Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class ag,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,N Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,N Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,T Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,T Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class ag,H Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class aj,H Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,H Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,H Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,N Grade,Fall Term Grade,A,2021-2022,4,Starfish
Class aj,H Grade,Fall Term Grade,A-,2021-2022,3.7,Starfish
Class aj,N Grade,Winter Term Grades,A,2017-2018,4,Starfish
Class aj,N Grade,Winter Term Grades,A,2017-2018,4,Starfish
Class aj,N Grade,Winter Term Grades,A,2017-2018,4,Starfish
Class aj,N Grade,Winter Term Grades,A,2017-2018,4,Starfish
Class aj,N Grade,Winter Term Grades,A,2017-2018,4,Starfish
Class aj,H Grade,Winter Term Grades,A,2017-2018,4,Starfish
Class aj,N Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,N Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,H Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,H Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,N Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,H Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,N Grade,Winter Term Grades,A-,2017-2018,3.7,Starfish
Class aj,N Grade,Winter Term Grades,B+,2017-2018,3.33,Starfish
Class aj,N Grade,Winter Term Grades,B+,2017-2018,3.33,Starfish
Class aj,H Grade,Winter Term Grades,B+,2017-2018,3.33,Starfish
Class aj,N Grade,Winter Term Grades,B,2017-2018,3,Starfish
Class al,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,H Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,N Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,N Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2018-2019,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,N Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2021-2022,4,Unicorn
Class al,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,N Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,T Grade,Fall Term Grade,A,2017-2018,4,Unicorn
Class al,X Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,N Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,N Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,N Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,T Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2018-2019,4,Unicorn
Class al,N Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class al,X Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class al,T Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class al,X Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class al,T Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class al,T Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class al,T Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class al,H Grade,Spring Term Grades,A,2017-2018,4,Unicorn
Class al,T Grade,Spring Term Grades,A-,2018-2019,3.7,Unicorn
Class al,X Grade,Spring Term Grades,A-,2021-2022,3.7,Unicorn
Class al,X Grade,Spring Term Grades,A-,2021-2022,3.7,Unicorn
Class al,X Grade,Spring Term Grades,A-,2021-2022,3.7,Unicorn
Class al,X Grade,Spring Term Grades,A-,2017-2018,3.7,Unicorn
Class al,X Grade,Spring Term Grades,A-,2017-2018,3.7,Unicorn
Class al,H Grade,Spring Term Grades,B+,2017-2018,3.33,Unicorn
Class al,T Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,T Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class al,X Grade,Winter Term Grades,A,2017-2018,4,Unicorn
Class am,N Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class am,X Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class am,N Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class am,H Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class am,X Grade,Spring Term Grades,A,2021-2022,4,Unicorn
Class am,X Grade,Spring Term Grades,B+,2021-2022,3.33,Unicorn
Class ap,X Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,N Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,T Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,N Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,H Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,N Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,N Grade,Fall Term Grade,A,2017-2018,4,Fox
Class ap,T Grade,Fall Term Grade,A,2018-2019,4,Fox
Class ap,N Grade,Fall Term Grade,A,2018-2019,4,Fox
Class ap,N Grade,Fall Term Grade,A,2018-2019,4,Fox
Class ap,N Grade,Fall Term Grade,A,2018-2019,4,Fox
Class ap,X Grade,Fall Term Grade,A,2018-2019,4,Fox
Class ap,H Grade,Fall Term Grade,A,2018-2019,4,Fox
Class ap,N Grade,Fall Term Grade,A,2018-2019,4,Fox
Class aq,N Grade,Spring Term Grades YL,A,2021-2022,4,Giraffe
Class aq,X Grade,Spring Term Grades YL,A,2021-2022,4,Giraffe
Class aq,N Grade,Spring Term Grades YL,B,2018-2019,3,Giraffe
Class aq,X Grade,Spring Term Grades YL,B-,2017-2018,2.7,Giraffe
Class aq,N Grade,Spring Term Grades YL,B-,2017-2018,2.7,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,N Grade,Year-Long Grades,A,2017-2018,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,N Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,N Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2018-2019,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,X Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A,2021-2022,4,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2017-2018,3.7,Giraffe
Class aq,N Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,N Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,N Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2021-2022,3.7,Giraffe
Class aq,T Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
Class aq,X Grade,Year-Long Grades,A-,2018-2019,3.7,Giraffe
